loss,acc,val_loss,val_acc
2.5202820167754787,40.882088,1.983858529695741,58.694065
1.8996394817440654,61.14467,1.7492937781931361,66.50657
1.7038650647900737,68.01867,1.5732133462735187,73.30374
1.5955137435239726,72.12959,1.5062360508432648,76.386185
1.5239497626932283,74.98253,1.4835318229541705,76.21595
1.4726049545854807,76.79713,1.4321686330936299,78.015564
1.4405587029914124,78.132484,1.4321357948770783,78.31955
1.4065241916491962,79.16833,1.438659401255359,78.155396
1.3812031803039697,80.201675,1.392522971917683,79.82126
1.357103820806875,80.925514,1.3868612255103858,79.82126
1.3380806288018394,81.898964,1.34336747710343,81.26824
1.313219980690807,82.904854,1.3425697983470872,81.37768
1.3025298248083828,83.269264,1.370615473517184,80.2286
1.2857368525605612,83.66613,1.3286085103272465,82.25316
1.2672720081128253,84.42991,1.320211544111081,82.22276
1.2699710555350818,84.35253,1.3226552981346962,82.48419
1.2534754661896739,85.181206,1.3133632761031273,82.648346
1.2450258494756472,85.328476,1.2801588031568416,83.37792
1.227976540597483,85.96496,1.3194043566744615,82.39908
1.2223271127706898,86.17961,1.2957904584676838,83.189445
1.2172582288519642,86.23952,1.2914574424580378,83.456955
1.2098016818872275,86.52156,1.285258342551814,83.663666
1.2059490096073944,86.63888,1.291982016906664,83.23808
1.1966716214871636,87.098145,1.2614695330074326,84.16221
1.1887352865534468,87.41513,1.2848510512582059,83.323204
1.1846619037012704,87.58985,1.276609524910552,83.68191
1.177959910120827,87.839455,1.3141553223365012,82.441635
1.1763688070705522,87.93929,1.2677591674986517,83.97981
1.1707371251461225,88.109024,1.2852521503945733,83.4144
1.1702486041445321,88.07907,1.2798200414338465,83.87646
1.1637148711437615,88.288734,1.2741637174257507,83.91294
1.1604693797640144,88.4959,1.2589125382761084,84.06493
1.1565456971192893,88.63069,1.2731553179280768,83.63327
1.1529706357576597,88.665634,1.275752373706506,83.69407
1.1499573337003446,88.80292,1.2467767566094603,84.77019
1.1447168340126928,89.03005,1.2470713032822665,84.946495
1.1408751544099265,89.17981,1.2569977847518623,84.60603
1.1367992609263229,89.56669,1.2506402095468128,84.56955
1.1344118293481893,89.46685,1.2779784664105813,83.54207
1.1346813533633662,89.45187,1.2480996823960242,84.812744
1.1377459030372266,89.177315,1.2537956441886695,84.4966
1.1263043246330164,89.738914,1.2430986045399528,84.77627
1.1263667901103107,89.85373,1.2512561252144987,84.71547
1.1226310964209585,89.913635,1.2402930595995387,85.26265
1.1216263272130071,89.80881,1.2419213283850525,84.90394
1.1219716570057428,89.92861,1.245904280981665,84.58171
1.1147036932337397,90.32298,1.2348878068218898,85.34168
1.1134294598056866,90.16074,1.2435552661057112,85.15321
1.11237553780833,90.19818,1.2381319041845864,85.20793
1.104807068555119,90.54013,1.2501945477051493,84.678986
1.1088071593080466,90.30551,1.2407009102954938,84.78234
1.106748267389334,90.452774,1.2482945821628497,84.52091
1.1033456898725833,90.59006,1.2347390382670242,84.78234
1.1017289594910777,90.55261,1.2381319375817414,85.299126
1.1044558017208173,90.59754,1.2348972795538402,85.45112
1.0993637953893827,90.784744,1.2350845476068875,85.299126
1.0959736441080563,90.869606,1.23412904665164,85.05593
1.0943692161823615,90.99191,1.2240339468889199,85.65783
1.094282113515531,90.92452,1.2465185833812225,84.95866
1.088875574997058,91.08427,1.2334515772441017,85.098495
1.0192001666695165,93.84734,1.1757452729147233,87.15953
1.0011219855505056,94.583664,1.169873307651119,87.469604
0.9911692287213505,94.95307,1.1656412461388437,87.54864
0.9830972500883353,95.28255,1.1697786654479774,87.36624
0.9783472263584503,95.30251,1.1653843413067235,87.402725
0.9758839732922685,95.494705,1.1678273374004586,87.262886
0.970551020230729,95.60453,1.1647126136586823,87.48176
0.9660285215217846,95.831665,1.1658701486160783,87.42704
0.9625982406992502,95.9365,1.163458804676041,87.603355
0.9632328783932586,95.97394,1.1660282737086256,87.664154
0.9581733994400159,96.0638,1.1610570874659467,87.737114
0.9563992256744982,96.22354,1.1643116655052868,87.597275
0.9536396483072458,96.22853,1.163183443741112,87.76143
0.9541443971018441,96.08875,1.1623467441198891,87.530396
0.9501688739362235,96.41074,1.1613635221344023,87.70671
0.9512363631313983,96.39327,1.160234188523274,87.670235
0.9476585623364859,96.57797,1.1582581055303491,87.83439
0.9481808529875149,96.39327,1.1620221683023504,87.591194
0.9445201569852738,96.65036,1.160582514588471,87.676315
0.945095731046634,96.540535,1.1594083153784043,87.74319
0.9425047798849904,96.64536,1.1599018817281908,87.70671
0.941141736678803,96.77516,1.160021735536449,87.68847
0.9416125395808357,96.71775,1.1617919960374499,87.54256
0.9384573742794914,96.8126,1.1618381952033432,87.73103
0.9369831083300776,96.82008,1.1640404734166216,87.65807
0.9350911420755113,96.934906,1.1602238664831168,87.676315
0.935606281216533,96.83007,1.1644563215715875,87.5
0.9319305961695723,97.07717,1.1648333195582439,87.44528
0.9318519621230543,97.06719,1.1621935975226911,87.536476
0.9300175952835205,97.21695,1.1611722608020798,87.68847
0.9255774024957285,97.27935,1.157915527950465,87.864784
0.9229210664669927,97.31679,1.1567628374359487,88.01678
0.9182122479231594,97.64127,1.1574972464416742,87.670235
0.9210983469082524,97.50899,1.1564954797581477,87.96206
0.9217523197396494,97.44659,1.1579249016505735,87.75535
0.9223526385835946,97.444084,1.1559528256204805,87.803986
0.9214142317208238,97.366714,1.1540015170546358,88.071495
0.9187230923876595,97.499,1.1550995661126964,87.9195
0.9216099760402887,97.41414,1.155009261828916,87.949905
0.9195564059784618,97.51647,1.1548554999355212,87.9803
0.9174730966266352,97.59385,1.1551621275653172,87.96206
0.9184643178702162,97.60633,1.1545060627191448,87.91342
0.9189697425015056,97.47154,1.1555332483484588,87.9195
0.9180095932735041,97.52646,1.15605648923013,87.876945
0.9184295707426894,97.51398,1.1552117548100216,87.81615
0.9168864102980581,97.499,1.153484693529077,88.077576
0.9176545636341594,97.5614,1.1556519211962066,87.98638
0.9162729666255914,97.596344,1.1594410485330722,87.609436
0.9192841805208224,97.52895,1.154208690971716,87.955986
0.9177440088777877,97.53394,1.1539729263068172,87.955986
0.9173897390548413,97.53145,1.1557271543179968,87.955986
0.9179074044425648,97.57638,1.1556178922783076,87.949905
0.9168157452782884,97.62879,1.153791466111803,88.03502
0.9142076928204241,97.74361,1.1564018631259756,87.96206
0.9158833838118532,97.57138,1.1545225242696384,87.92558
0.9152523415347639,97.653755,1.1550066549954248,87.93166
0.915150232684498,97.66873,1.1560506565561555,87.85262
0.9153610197499918,97.618805,1.155247087144666,87.864784
0.9168380052327348,97.591354,1.154997822375613,87.883026
0.9171057322535652,97.52146,1.156289723828609,87.84655
